0,YCoord,ID,197902_CHN,197903_HCC,197904_MCC,197907_SWH,197907_WSP,197912_SST,POINT_X,POINT_Y
4303,-43.00000000,0,0.015922,0.227432,0.185232,9.719271,9.719271,283.230327,145.000000,-43.000000
4304,-43.00000000,0,0.015863,0.255259,0.178760,9.986473,9.986473,283.418815,147.000000,-43.000000
4305,-43.00000000,0,0.016094,0.274797,0.170848,10.068235,10.068235,283.461426,149.000000,-43.000000
4306,-43.00000000,0,0.016165,0.271300,0.169633,10.183924,10.183924,283.362169,151.000000,-43.000000
4307,-43.00000000,0,0.016223,0.286329,0.200286,10.309096,10.309096,283.354148,153.000000,-43.000000
4308,-43.00000000,0,0.016389,0.286121,0.219009,10.389594,10.389594,283.485989,155.000000,-43.000000
4309,-43.00000000,0,0.016490,0.260482,0.226728,10.193407,10.193407,283.608306,157.000000,-43.000000
4310,-43.00000000,0,0.016273,0.248756,0.212505,10.269058,10.269058,283.571210,159.000000,-43.000000
4311,-43.00000000,0,0.016241,0.254723,0.234256,10.372946,10.372946,283.464433,161.000000,-43.000000
4312,-43.00000000,0,0.016314,0.242015,0.237934,10.604535,10.604535,283.566197,163.000000,-43.000000
4313,-43.00000000,0,0.016237,0.252521,0.240290,10.708424,10.708424,283.743155,165.000000,-43.000000
4314,-43.00000000,0,0.016488,0.271850,0.263640,10.730761,10.730761,284.243952,167.000000,-43.000000
4315,-43.00000000,0,0.016716,0.286523,0.282779,11.174552,11.174552,284.663037,169.000000,-43.000000
4316,-43.00000000,0,0.017072,0.293963,0.279836,11.090261,11.090261,284.520167,171.000000,-43.000000
4317,-43.00000000,0,0.017452,0.318664,0.299518,10.691144,10.691144,284.048446,173.000000,-43.000000
4318,-43.00000000,0,0.017431,0.321209,0.249406,10.728864,10.728864,283.823864,175.000000,-43.000000
4319,-43.00000000,0,0.017417,0.310212,0.272863,10.661642,10.661642,283.844417,177.000000,-43.000000
4320,-43.00000000,0,0.017530,0.306388,0.261998,10.767216,10.767216,283.790778,179.000000,-43.000000
4321,-41.00000000,0,0.017310,0.271553,0.187300,10.311203,10.311203,285.790957,-179.000000,-41.000000
4322,-41.00000000,0,0.017252,0.275005,0.198186,10.398023,10.398023,285.308207,-177.000000,-41.000000
4323,-41.00000000,0,0.017050,0.242224,0.244854,10.616125,10.616125,284.832977,-175.000000,-41.000000
4324,-41.00000000,0,0.016886,0.238444,0.199508,10.679554,10.679554,284.779839,-173.000000,-41.000000
4325,-41.00000000,0,0.016666,0.227284,0.201203,10.624765,10.624765,285.216470,-171.000000,-41.000000
4326,-41.00000000,0,0.016422,0.217745,0.191906,10.586834,10.586834,285.780932,-169.000000,-41.000000
4327,-41.00000000,0,0.016268,0.204249,0.206929,10.228388,10.228388,286.986052,-167.000000,-41.000000
4328,-41.00000000,0,0.016234,0.184577,0.187321,9.633927,9.633927,288.356099,-165.000000,-41.000000
4329,-41.00000000,0,0.016150,0.173788,0.183568,9.421514,9.421514,289.399301,-163.000000,-41.000000
4330,-41.00000000,0,0.015708,0.153759,0.193623,9.474406,9.474406,290.021411,-161.000000,-41.000000
4331,-41.00000000,0,0.015359,0.175321,0.168226,9.287281,9.287281,289.761238,-159.000000,-41.000000
4332,-41.00000000,0,0.015230,0.190276,0.141666,9.153469,9.153469,289.855983,-157.000000,-41.000000
4333,-41.00000000,0,0.014776,0.205305,0.136965,9.100577,9.100577,289.218332,-155.000000,-41.000000
4334,-41.00000000,0,0.014835,0.204680,0.138351,8.989524,8.989524,287.899918,-153.000000,-41.000000
4335,-41.00000000,0,0.014571,0.197076,0.131410,8.982570,8.982570,287.277306,-151.000000,-41.000000
4336,-41.00000000,0,0.014637,0.213504,0.155239,9.172856,9.172856,285.951874,-149.000000,-41.000000
4337,-41.00000000,0,0.015094,0.213132,0.141368,9.373468,9.373468,286.442144,-147.000000,-41.000000
4338,-41.00000000,0,0.015303,0.220766,0.149674,9.566705,9.566705,286.607071,-145.000000,-41.000000
4339,-41.00000000,0,0.015694,0.218787,0.149066,9.904289,9.904289,286.546414,-143.000000,-41.000000
4340,-41.00000000,0,0.015803,0.235974,0.165645,10.199729,10.199729,286.436128,-141.000000,-41.000000
4341,-41.00000000,0,0.015830,0.248012,0.173279,10.499382,10.499382,286.358928,-139.000000,-41.000000
4342,-41.00000000,0,0.015780,0.303218,0.225086,10.738347,10.738347,285.991978,-137.000000,-41.000000
4343,-41.00000000,0,0.015659,0.313754,0.227890,10.693673,10.693673,285.623023,-135.000000,-41.000000
4344,-41.00000000,0,0.015722,0.301418,0.208358,10.680818,10.680818,286.128832,-133.000000,-41.000000
4345,-41.00000000,0,0.015875,0.284395,0.188228,10.616336,10.616336,286.062160,-131.000000,-41.000000
4346,-41.00000000,0,0.016323,0.258265,0.224244,10.536260,10.536260,285.943853,-129.000000,-41.000000
4347,-41.00000000,0,0.016741,0.244470,0.252733,10.784496,10.784496,286.501798,-127.000000,-41.000000
4348,-41.00000000,0,0.016731,0.241762,0.223935,10.906296,10.906296,286.997582,-125.000000,-41.000000
4349,-41.00000000,0,0.016603,0.224754,0.226579,11.004916,11.004916,287.950048,-123.000000,-41.000000
4350,-41.00000000,0,0.016786,0.213579,0.245387,11.001334,11.001334,287.924482,-121.000000,-41.000000
4351,-41.00000000,0,0.016319,0.189398,0.210085,10.824534,10.824534,287.792640,-119.000000,-41.000000
4352,-41.00000000,0,0.015727,0.182434,0.206023,10.511605,10.511605,287.404134,-117.000000,-41.000000
4353,-41.00000000,0,0.015605,0.198862,0.195371,10.308253,10.308253,286.914868,-115.000000,-41.000000
4354,-41.00000000,0,0.015610,0.234992,0.191128,10.002277,10.002277,287.020140,-113.000000,-41.000000
4355,-41.00000000,0,0.015907,0.262401,0.200073,9.919673,9.919673,286.645169,-111.000000,-41.000000
4356,-41.00000000,0,0.016392,0.272580,0.178205,10.056013,10.056013,286.694296,-109.000000,-41.000000
4357,-41.00000000,0,0.016288,0.255214,0.166264,10.163484,10.163484,286.920883,-107.000000,-41.000000
4358,-41.00000000,0,0.016239,0.244768,0.175625,10.362831,10.362831,286.751946,-105.000000,-41.000000
4359,-41.00000000,0,0.016420,0.255720,0.172544,10.772485,10.772485,286.534884,-103.000000,-41.000000
4360,-41.00000000,0,0.016607,0.252134,0.178493,11.084150,11.084150,286.539897,-101.000000,-41.000000
4361,-41.00000000,0,0.016655,0.257550,0.178792,11.193728,11.193728,286.816112,-99.000000,-41.000000
4362,-41.00000000,0,0.016992,0.259470,0.214488,11.274015,11.274015,286.509318,-97.000000,-41.000000
4363,-41.00000000,0,0.017086,0.252387,0.204679,11.226180,11.226180,286.226084,-95.000000,-41.000000
4364,-41.00000000,0,0.017082,0.268279,0.197642,11.177080,11.177080,286.288746,-93.000000,-41.000000
4365,-41.00000000,0,0.016965,0.258532,0.191927,11.013978,11.013978,286.215557,-91.000000,-41.000000
4366,-41.00000000,0,0.016726,0.250318,0.177448,10.847293,10.847293,286.002505,-89.000000,-41.000000
4367,-41.00000000,0,0.016540,0.220900,0.190552,11.238823,11.238823,286.244131,-87.000000,-41.000000
4368,-41.00000000,0,0.016362,0.203252,0.184080,11.618343,11.618343,286.481245,-85.000000,-41.000000
4369,-41.00000000,0,0.016557,0.211927,0.171094,11.828437,11.828437,286.459689,-83.000000,-41.000000
4370,-41.00000000,0,0.016837,0.194591,0.156369,12.033475,12.033475,286.331858,-81.000000,-41.000000
4371,-41.00000000,0,0.016883,0.170664,0.135482,12.062344,12.062344,286.044614,-79.000000,-41.000000
4372,-41.00000000,0,0.016601,0.168461,0.146742,11.974682,11.974682,285.910768,-77.000000,-41.000000
4373,-41.00000000,0,0.016305,0.184339,0.167522,11.945602,11.945602,286.089731,-75.000000,-41.000000
4374,-41.00000000,0,0.016038,0.164191,0.166882,11.759951,11.759951,286.137354,-73.000000,-41.000000
4375,-41.00000000,0,0.016011,0.138373,0.180103,11.668706,11.668706,286.038599,-71.000000,-41.000000
4376,-41.00000000,0,0.015843,0.125903,0.177779,11.656063,11.656063,285.847604,-69.000000,-41.000000
4377,-41.00000000,0,0.015739,0.146691,0.198229,11.655431,11.655431,285.789955,-67.000000,-41.000000
4378,-41.00000000,0,0.015648,0.143373,0.223988,11.588209,11.588209,285.685184,-65.000000,-41.000000
4379,-41.00000000,0,0.015756,0.140307,0.229511,11.609281,11.609281,285.534794,-63.000000,-41.000000
4380,-41.00000000,0,0.015708,0.134593,0.225587,11.577251,11.577251,285.572893,-61.000000,-41.000000
4381,-41.00000000,0,0.015268,0.130427,0.222165,11.444493,11.444493,285.611994,-59.000000,-41.000000
4382,-41.00000000,0,0.015129,0.125204,0.232251,11.286869,11.286869,285.514241,-57.000000,-41.000000
4383,-41.00000000,0,0.014912,0.130442,0.213198,11.084150,11.084150,285.750854,-55.000000,-41.000000
4384,-41.00000000,0,0.014728,0.115323,0.219158,10.747197,10.747197,285.914778,-53.000000,-41.000000
4385,-41.00000000,0,0.014829,0.127451,0.219510,10.638462,10.638462,285.858131,-51.000000,-41.000000
4386,-41.00000000,0,0.014796,0.139965,0.225129,10.733922,10.733922,286.015539,-49.000000,-41.000000
4387,-41.00000000,0,0.014891,0.165857,0.217346,10.667964,10.667964,286.224580,-47.000000,-41.000000
4388,-41.00000000,0,0.014946,0.155024,0.221173,10.407084,10.407084,286.393518,-45.000000,-41.000000
4389,-41.00000000,0,0.014904,0.163729,0.219403,10.328061,10.328061,286.453673,-43.000000,-41.000000
4390,-41.00000000,0,0.015179,0.171244,0.193313,10.253675,10.253675,286.727382,-41.000000,-41.000000
4391,-41.00000000,0,0.015518,0.177196,0.177523,10.092679,10.092679,287.546503,-39.000000,-41.000000
4392,-41.00000000,0,0.016120,0.207612,0.180263,10.103216,10.103216,287.713435,-37.000000,-41.000000
4393,-41.00000000,0,0.015290,0.234843,0.192460,5.061994,5.061994,,-35.000000,-41.000000
4394,-41.00000000,0,0.014727,0.252536,0.140568,5.218143,5.218143,287.561041,-33.000000,-41.000000
4395,-41.00000000,0,0.014721,0.242149,0.142029,7.425719,7.425719,288.055321,-31.000000,-41.000000
4396,-41.00000000,0,0.015293,0.256464,0.176041,8.545943,8.545943,288.263359,-29.000000,-41.000000
4397,-41.00000000,0,0.014974,0.283308,0.187556,8.202880,8.202880,288.120991,-27.000000,-41.000000
4398,-41.00000000,0,0.014990,0.275347,0.235141,8.061693,8.061693,288.391190,-25.000000,-41.000000
4399,-41.00000000,0,0.014978,0.252789,0.272937,7.864663,7.864663,288.495962,-23.000000,-41.000000
4400,-41.00000000,0,0.014772,0.205662,0.266764,7.646982,7.646982,288.613767,-21.000000,-41.000000
4401,-41.00000000,0,0.014719,0.194457,0.233051,7.681541,7.681541,288.518520,-19.000000,-41.000000
4402,-41.00000000,0,0.015139,0.275898,0.214595,7.903015,7.903015,288.487941,-17.000000,-41.000000
4403,-41.00000000,0,0.015256,0.403423,0.222570,8.213416,8.213416,288.319003,-15.000000,-41.000000
4404,-41.00000000,0,0.015350,0.455118,0.215789,8.001214,8.001214,288.537068,-13.000000,-41.000000
4405,-41.00000000,0,0.015830,0.513345,0.173813,7.526657,7.526657,288.648356,-11.000000,-41.000000
4406,-41.00000000,0,0.015350,0.455996,0.202024,6.363655,6.363655,289.363207,-9.000000,-41.000000
4407,-41.00000000,0,0.013779,0.425104,0.163076,2.818384,2.818384,,-7.000000,-41.000000
4408,-41.00000000,0,0.016344,0.397144,0.143628,5.246381,5.246381,,-5.000000,-41.000000
4409,-41.00000000,0,0.017418,0.408587,0.144396,7.627806,7.627806,289.067943,-3.000000,-41.000000
4410,-41.00000000,0,0.016473,0.399629,0.167980,8.284010,8.284010,289.669500,-1.000000,-41.000000
4411,-41.00000000,0,0.015757,0.350121,0.211012,9.169695,9.169695,290.283089,1.000000,-41.000000
4412,-41.00000000,0,0.015789,0.335077,0.220843,9.020501,9.020501,290.460548,3.000000,-41.000000
4413,-41.00000000,0,0.015922,0.325703,0.241900,8.740655,8.740655,290.388362,5.000000,-41.000000
4414,-41.00000000,0,0.016051,0.344839,0.239064,8.636767,8.636767,290.296624,7.000000,-41.000000
4415,-41.00000000,0,0.016194,0.357532,0.260985,8.759831,8.759831,290.159770,9.000000,-41.000000
4416,-41.00000000,0,0.016220,0.356996,0.263789,8.598414,8.598414,290.055500,11.000000,-41.000000
4417,-41.00000000,0,0.015802,0.346565,0.271978,8.302343,8.302343,289.656968,13.000000,-41.000000
4418,-41.00000000,0,0.015471,0.324795,0.261913,8.235753,8.235753,289.310070,15.000000,-41.000000
4419,-41.00000000,0,0.015193,0.308516,0.273790,8.414450,8.414450,289.105039,17.000000,-41.000000
4420,-41.00000000,0,0.014994,0.265095,0.264664,8.662475,8.662475,288.784709,19.000000,-41.000000
4421,-41.00000000,0,0.015099,0.244322,0.259386,8.799869,8.799869,288.526039,21.000000,-41.000000
4422,-41.00000000,0,0.014823,0.261300,0.208464,8.878260,8.878260,288.444829,23.000000,-41.000000
4423,-41.00000000,0,0.014209,0.247045,0.194454,9.076554,9.076554,288.034767,25.000000,-41.000000
4424,-41.00000000,0,0.014332,0.225736,0.163577,9.466188,9.466188,287.612173,27.000000,-41.000000
4425,-41.00000000,0,0.014727,0.193728,0.157329,9.717164,9.717164,287.471308,29.000000,-41.000000
4426,-41.00000000,0,0.015450,0.184949,0.170667,9.799980,9.799980,287.427695,31.000000,-41.000000
4427,-41.00000000,0,0.015630,0.181898,0.166797,10.163905,10.163905,287.489856,33.000000,-41.000000
4428,-41.00000000,0,0.015603,0.165441,0.182598,10.332276,10.332276,287.431205,35.000000,-41.000000
4429,-41.00000000,0,0.015485,0.178238,0.183675,10.635301,10.635301,287.510410,37.000000,-41.000000
4430,-41.00000000,0,0.015293,0.180797,0.222218,10.846028,10.846028,287.308387,39.000000,-41.000000
4431,-41.00000000,0,0.015294,0.178506,0.258682,10.901871,10.901871,286.992068,41.000000,-41.000000
4432,-41.00000000,0,0.015132,0.179473,0.224916,10.646891,10.646891,286.742922,43.000000,-41.000000
4433,-41.00000000,0,0.015258,0.184130,0.241175,10.337333,10.337333,286.836665,45.000000,-41.000000
4434,-41.00000000,0,0.015610,0.182568,0.242263,10.345552,10.345552,286.865239,47.000000,-41.000000
4435,-41.00000000,0,0.015823,0.208222,0.245803,10.388961,10.388961,286.969509,49.000000,-41.000000
4436,-41.00000000,0,0.015941,0.217105,0.215149,10.313732,10.313732,287.178550,51.000000,-41.000000
4437,-41.00000000,0,0.016088,0.235140,0.202014,10.286127,10.286127,287.216649,53.000000,-41.000000
4438,-41.00000000,0,0.016294,0.248860,0.253010,10.237449,10.237449,287.340470,55.000000,-41.000000
4439,-41.00000000,0,0.016321,0.273800,0.236644,10.360513,10.360513,287.317911,57.000000,-41.000000
4440,-41.00000000,0,0.016367,0.278160,0.225225,10.483999,10.483999,287.236200,59.000000,-41.000000
4441,-41.00000000,0,0.016548,0.305986,0.220747,10.721699,10.721699,287.083805,61.000000,-41.000000
4442,-41.00000000,0,0.016461,0.334824,0.219862,10.912829,10.912829,287.040693,63.000000,-41.000000
4443,-41.00000000,0,0.016408,0.315242,0.243510,11.043269,11.043269,287.074782,65.000000,-41.000000
4444,-41.00000000,0,0.016616,0.327087,0.276339,11.107540,11.107540,287.231187,67.000000,-41.000000
4445,-41.00000000,0,0.016704,0.341193,0.272671,10.962560,10.962560,287.298361,69.000000,-41.000000
4446,-41.00000000,0,0.016877,0.344571,0.284548,10.628769,10.628769,287.256753,71.000000,-41.000000
4447,-41.00000000,0,0.016823,0.385224,0.291031,9.933159,9.933159,287.161005,73.000000,-41.000000
4448,-41.00000000,0,0.016802,0.468346,0.270901,9.865094,9.865094,287.005603,75.000000,-41.000000
4449,-41.00000000,0,0.016790,0.463094,0.257019,10.068867,10.068867,286.884288,77.000000,-41.000000
4450,-41.00000000,0,0.016643,0.426354,0.259919,10.082354,10.082354,286.862231,79.000000,-41.000000
4451,-41.00000000,0,0.016400,0.392293,0.259738,9.801665,9.801665,286.940935,81.000000,-41.000000
4452,-41.00000000,0,0.016164,0.349065,0.253309,9.279484,9.279484,286.953969,83.000000,-41.000000
4453,-41.00000000,0,0.015747,0.360910,0.237881,8.960022,8.960022,287.083805,85.000000,-41.000000
4454,-41.00000000,0,0.015707,0.355196,0.209808,8.690081,8.690081,287.133434,87.000000,-41.000000
4455,-41.00000000,0,0.015606,0.358469,0.178333,8.735598,8.735598,287.231187,89.000000,-41.000000
4456,-41.00000000,0,0.015623,0.329780,0.128755,8.918509,8.918509,287.605155,91.000000,-41.000000
4457,-41.00000000,0,0.015716,0.294737,0.098347,8.954964,8.954964,287.601145,93.000000,-41.000000
4458,-41.00000000,0,0.015296,0.282907,0.118786,8.909237,8.909237,287.715441,95.000000,-41.000000
4459,-41.00000000,0,0.015611,0.252134,0.110608,8.533300,8.533300,287.951051,97.000000,-41.000000
4460,-41.00000000,0,0.015364,0.219456,0.109638,8.481461,8.481461,288.045796,99.000000,-41.000000
4461,-41.00000000,0,0.014885,0.164756,0.113337,8.488626,8.488626,287.957567,101.000000,-41.000000
4462,-41.00000000,0,0.014803,0.159637,0.090681,8.541518,8.541518,287.899417,103.000000,-41.000000
4463,-41.00000000,0,0.015186,0.151542,0.081159,8.398435,8.398435,288.022235,105.000000,-41.000000
4464,-41.00000000,0,0.017896,0.127004,0.062959,3.325604,3.325604,,107.000000,-41.000000
4465,-41.00000000,0,0.018000,0.135635,0.030899,4.178206,4.178206,,109.000000,-41.000000
4466,-41.00000000,0,0.018000,0.169384,0.053438,5.244695,5.244695,,111.000000,-41.000000
4467,-41.00000000,0,0.018000,0.180514,0.065518,5.937776,5.937776,,113.000000,-41.000000
4468,-41.00000000,0,0.017585,0.202270,0.047702,6.963384,6.963384,288.271380,115.000000,-41.000000
4469,-41.00000000,0,0.016504,0.204174,0.037477,7.008690,7.008690,288.790725,117.000000,-41.000000
4470,-41.00000000,0,0.015732,0.239783,0.070188,7.920295,7.920295,288.637328,119.000000,-41.000000
4471,-41.00000000,0,0.015684,0.254515,0.072139,7.731484,7.731484,287.203615,121.000000,-41.000000
4472,-41.00000000,0,0.015187,0.235140,0.054547,7.590718,7.590718,286.360933,123.000000,-41.000000
4473,-41.00000000,0,0.015334,0.235185,0.072374,7.714626,7.714626,286.198011,125.000000,-41.000000
4474,-41.00000000,0,0.015802,0.199502,0.063706,7.920295,7.920295,288.179642,127.000000,-41.000000
4475,-41.00000000,0,0.015897,0.208981,0.089998,8.117536,8.117536,288.981218,129.000000,-41.000000
4476,-41.00000000,0,0.015803,0.194294,0.092163,8.264412,8.264412,288.553611,131.000000,-41.000000
4477,-41.00000000,0,0.015820,0.192076,0.111066,8.347439,8.347439,287.845277,133.000000,-41.000000
4478,-41.00000000,0,0.015853,0.166170,0.110096,8.436576,8.436576,287.371049,135.000000,-41.000000
4479,-41.00000000,0,0.016182,0.164860,0.099487,8.595464,8.595464,286.751946,137.000000,-41.000000
4480,-41.00000000,0,0.016151,0.165054,0.124788,8.958547,8.958547,286.631634,139.000000,-41.000000
4481,-41.00000000,0,0.016139,0.180455,0.147552,9.153469,9.153469,286.336871,141.000000,-41.000000
4482,-41.00000000,0,0.016117,0.197255,0.141251,9.440479,9.440479,286.012531,143.000000,-41.000000
4483,-41.00000000,0,0.016397,0.233697,0.149226,9.683026,9.683026,285.493688,145.000000,-41.000000
4484,-41.00000000,0,0.016274,0.239024,0.157425,9.810095,9.810095,285.512236,147.000000,-41.000000
4485,-41.00000000,0,0.016523,0.286046,0.141048,10.022507,10.022507,285.604976,149.000000,-41.000000
4486,-41.00000000,0,0.016808,0.278576,0.147509,10.644784,10.644784,285.560360,151.000000,-41.000000
4487,-41.00000000,0,0.016799,0.287058,0.168673,10.894285,10.894285,285.607984,153.000000,-41.000000
4488,-41.00000000,0,0.016713,0.317548,0.191757,10.767638,10.767638,285.832565,155.000000,-41.000000
4489,-41.00000000,0,0.016463,0.279678,0.206694,10.533309,10.533309,285.927311,157.000000,-41.000000
4490,-41.00000000,0,0.016422,0.257416,0.209019,10.465877,10.465877,285.991978,159.000000,-41.000000
4491,-41.00000000,0,0.016526,0.253905,0.213699,10.444383,10.444383,285.849609,161.000000,-41.000000
4492,-41.00000000,0,0.016845,0.275199,0.202440,10.800301,10.800301,286.003508,163.000000,-41.000000
4493,-41.00000000,0,0.016954,0.309855,0.206129,10.999859,10.999859,286.381487,165.000000,-41.000000
4494,-41.00000000,0,0.016703,0.329006,0.218625,10.933901,10.933901,286.991065,167.000000,-41.000000
4495,-41.00000000,0,0.016448,0.352264,0.209712,10.846450,10.846450,287.363028,169.000000,-41.000000
4496,-41.00000000,0,0.016605,0.333024,0.221408,10.641623,10.641623,286.862231,171.000000,-41.000000
4497,-41.00000000,0,0.016678,0.324274,0.211258,10.380532,10.380532,286.359931,173.000000,-41.000000
4498,-41.00000000,0,0.016611,0.328723,0.179837,10.309096,10.309096,285.975435,175.000000,-41.000000
4499,-41.00000000,0,0.016720,0.321000,0.198452,10.341337,10.341337,286.049627,177.000000,-41.000000
4500,-41.00000000,0,0.017096,0.283472,0.203847,10.285073,10.285073,285.937336,179.000000,-41.000000
4501,-39.00000000,0,0.016095,0.266107,0.174068,9.774271,9.774271,288.331034,-179.000000,-39.000000
4502,-39.00000000,0,0.016035,0.220230,0.193377,9.551111,9.551111,287.913955,-177.000000,-39.000000
4503,-39.00000000,0,0.015788,0.205633,0.190435,9.486418,9.486418,287.060244,-175.000000,-39.000000
4504,-39.00000000,0,0.015796,0.163491,0.172853,9.275269,9.275269,287.387592,-173.000000,-39.000000
4505,-39.00000000,0,0.016005,0.127272,0.183899,8.949275,8.949275,287.990152,-171.000000,-39.000000
4506,-39.00000000,0,0.015891,0.122049,0.187865,8.662054,8.662054,288.699990,-169.000000,-39.000000
4507,-39.00000000,0,0.015486,0.130248,0.188420,8.494737,8.494737,289.953736,-167.000000,-39.000000
4508,-39.00000000,0,0.015201,0.130918,0.163161,8.309086,8.309086,291.249592,-165.000000,-39.000000
4509,-39.00000000,0,0.014834,0.167167,0.179133,8.250504,8.250504,292.656234,-163.000000,-39.000000
4510,-39.00000000,0,0.014209,0.152509,0.188665,8.292017,8.292017,293.575113,-161.000000,-39.000000
4511,-39.00000000,0,0.013994,0.115219,0.193569,8.371883,8.371883,293.308422,-159.000000,-39.000000
4512,-39.00000000,0,0.013977,0.139921,0.172576,8.418032,8.418032,293.205656,-157.000000,-39.000000
4513,-39.00000000,0,0.014099,0.144295,0.152297,8.290121,8.290121,292.149923,-155.000000,-39.000000
4514,-39.00000000,0,0.014243,0.179443,0.134182,8.479564,8.479564,291.547363,-153.000000,-39.000000
4515,-39.00000000,0,0.014288,0.187999,0.148970,8.572074,8.572074,291.295711,-151.000000,-39.000000
4516,-39.00000000,0,0.013946,0.171914,0.150420,8.650043,8.650043,290.383349,-149.000000,-39.000000
4517,-39.00000000,0,0.014202,0.215201,0.155772,8.962761,8.962761,289.993840,-147.000000,-39.000000
4518,-39.00000000,0,0.014462,0.216361,0.169633,9.129868,9.129868,289.817884,-145.000000,-39.000000
4519,-39.00000000,0,0.014659,0.217343,0.176179,9.761627,9.761627,289.714617,-143.000000,-39.000000
4520,-39.00000000,0,0.014679,0.229917,0.193942,10.116070,10.116070,289.669500,-141.000000,-39.000000
4521,-39.00000000,0,0.014896,0.245958,0.230609,10.275169,10.275169,289.817383,-139.000000,-39.000000
4522,-39.00000000,0,0.015047,0.240869,0.255004,10.123446,10.123446,289.588791,-137.000000,-39.000000
4523,-39.00000000,0,0.015105,0.221540,0.310105,9.673333,9.673333,289.530139,-135.000000,-39.000000
4524,-39.00000000,0,0.014885,0.224055,0.273854,9.384637,9.384637,289.495048,-133.000000,-39.000000
4525,-39.00000000,0,0.014767,0.211332,0.216962,9.511494,9.511494,289.374737,-131.000000,-39.000000
4526,-39.00000000,0,0.014933,0.194740,0.216002,9.799137,9.799137,289.269464,-129.000000,-39.000000
4527,-39.00000000,0,0.015025,0.203534,0.205127,9.777221,9.777221,289.355186,-127.000000,-39.000000
4528,-39.00000000,0,0.014921,0.211362,0.232315,9.615594,9.615594,288.938106,-125.000000,-39.000000
4529,-39.00000000,0,0.014620,0.212299,0.210053,9.585249,9.585249,289.011296,-123.000000,-39.000000
4530,-39.00000000,0,0.014348,0.204383,0.207782,9.545421,9.545421,288.878452,-121.000000,-39.000000
4531,-39.00000000,0,0.014286,0.190960,0.196896,9.551111,9.551111,288.628806,-119.000000,-39.000000
4532,-39.00000000,0,0.014142,0.199606,0.175924,9.487893,9.487893,288.586696,-117.000000,-39.000000
4533,-39.00000000,0,0.014179,0.214576,0.172853,9.586092,9.586092,288.459868,-115.000000,-39.000000
4534,-39.00000000,0,0.014650,0.260288,0.160858,9.532356,9.532356,288.563135,-113.000000,-39.000000
4535,-39.00000000,0,0.015510,0.269425,0.137881,9.290863,9.290863,288.792730,-111.000000,-39.000000
4536,-39.00000000,0,0.015919,0.259604,0.130386,9.182760,9.182760,288.666904,-109.000000,-39.000000
4537,-39.00000000,0,0.016024,0.245363,0.156892,9.516130,9.516130,288.611260,-107.000000,-39.000000
4538,-39.00000000,0,0.016353,0.226182,0.193527,9.729175,9.729175,288.663896,-105.000000,-39.000000
4539,-39.00000000,0,0.016379,0.206287,0.201768,9.920094,9.920094,288.522029,-103.000000,-39.000000
4540,-39.00000000,0,0.016438,0.207121,0.183120,10.471566,10.471566,288.386679,-101.000000,-39.000000
4541,-39.00000000,0,0.016426,0.210617,0.185317,10.596317,10.596317,288.302461,-99.000000,-39.000000
4542,-39.00000000,0,0.016478,0.190097,0.202611,10.621183,10.621183,288.106954,-97.000000,-39.000000
4543,-39.00000000,0,0.016702,0.190261,0.225033,10.707581,10.707581,287.955562,-95.000000,-39.000000
4544,-39.00000000,0,0.016389,0.207999,0.222719,10.650895,10.650895,287.804672,-93.000000,-39.000000
4545,-39.00000000,0,0.016230,0.201451,0.192077,10.509287,10.509287,287.660799,-91.000000,-39.000000
4546,-39.00000000,0,0.016035,0.204576,0.177747,10.265475,10.265475,287.499882,-89.000000,-39.000000
4547,-39.00000000,0,0.015877,0.183877,0.166477,10.235342,10.235342,287.328940,-87.000000,-39.000000
4548,-39.00000000,0,0.016116,0.168208,0.168993,10.490321,10.490321,287.396114,-85.000000,-39.000000
4549,-39.00000000,0,0.016021,0.159563,0.146806,10.632351,10.632351,287.356010,-83.000000,-39.000000
4550,-39.00000000,0,0.015944,0.152331,0.125641,10.759630,10.759630,287.180556,-81.000000,-39.000000
4551,-39.00000000,0,0.015944,0.131826,0.123136,10.738768,10.738768,287.249735,-79.000000,-39.000000
4552,-39.00000000,0,0.015471,0.116573,0.148117,10.474517,10.474517,287.174540,-77.000000,-39.000000
4553,-39.00000000,0,0.014896,0.104803,0.119447,10.324058,10.324058,287.518430,-75.000000,-39.000000
4554,-39.00000000,0,0.014598,0.107184,0.127635,10.480838,10.480838,287.509407,-73.000000,-39.000000
4555,-39.00000000,0,0.014454,0.102556,0.132145,10.595474,10.595474,287.309389,-71.000000,-39.000000
4556,-39.00000000,0,0.014334,0.076604,0.143703,10.783442,10.783442,286.732395,-69.000000,-39.000000
4557,-39.00000000,0,0.014256,0.074938,0.147509,10.911143,10.911143,287.376563,-67.000000,-39.000000
4558,-39.00000000,0,0.014515,0.094535,0.175380,10.948652,10.948652,287.901923,-65.000000,-39.000000
4559,-39.00000000,0,0.014059,0.082943,0.173908,10.805569,10.805569,287.597636,-63.000000,-39.000000
4560,-39.00000000,0,0.013920,0.076887,0.181148,10.722753,10.722753,287.565051,-61.000000,-39.000000
4561,-39.00000000,0,0.014379,0.096976,0.193484,10.402659,10.402659,287.411654,-59.000000,-39.000000
4562,-39.00000000,0,0.014539,0.102258,0.197141,10.245456,10.245456,287.377566,-57.000000,-39.000000
